ldef	mean_chipenrich_caught	genome_coverage_raymond	n_datasets	genome_coverage_heming	mean_findOverlap_caught	numEnh_ge1Gene	genome_coverage_tingting
chromhmm.dnase.fantom.0.E	0.131506856095545	0.062462286990206	297	0.136171069296159	0.716933277643337	683244	0.138427087222852
chromhmm.dnase.fantom.0.E.fantom	0.317633828660263	0.134497512766591	297	0.14005170893292	0.749321898927008	687900	0.142372019463269
chromhmm.dnase.fantom.0.E.thurman	0.295059801326452	0.123959214026744	297	0.156269427800327	0.833998974382407	741732	0.158858425832977
chromhmm.dnase.fantom.0.E.thurman.fantom	0.360845013969892	0.191335347502919	297	0.157338305545263	0.840367579286601	744176	0.15994501223928
chromhmm.dnase.fantom.0.fantom	0.259076370742093	0.0773483517152929	297	0.0203490809441172	0.646925614665065	16996	0.0206862149009772
chromhmm.dnase.fantom.0.P2P	0.16264637383023	0.0276472275586679	297	0.0269083476143123	0.201098962920823	53219	0.0273541524016975
chromhmm.dnase.fantom.0.P2P.E	0.249476645622766	0.086274440389349	297	0.139290237142883	0.370704939728702	689239	0.141597931968458
chromhmm.dnase.fantom.0.P2P.E.fantom	0.347292780010728	0.156350364621941	297	0.14237600664137	0.756430253429254	693493	0.144734825037776
chromhmm.dnase.fantom.0.P2P.E.thurman	0.334714947666699	0.145222406823407	297	0.157412423859772	0.777437115401157	745680	0.160020358510998
chromhmm.dnase.fantom.0.P2P.E.thurman.fantom	0.377021522240452	0.211035895533477	297	0.158342042148168	0.84485977061804	748019	0.160965378275893
chromhmm.dnase.fantom.0.P2P.fantom	0.301755818363386	0.102582667648645	297	0.0391117257297493	0.849751548940546	66728	0.0397597103188865
chromhmm.dnase.fantom.0.P2P.thurman	0.280913103346442	0.0918609318497357	297	0.0812368891170053	0.451513097844975	197563	0.0825827835063502
chromhmm.dnase.fantom.0.P2P.thurman.fantom	0.342675703353928	0.16178806327447	297	0.0849655428182436	0.626898706861376	204984	0.086373211780087
chromhmm.dnase.fantom.0.thurman	0.226258063172717	0.0676737630238822	297	0.072204488804988	0.515657608788929	162136	0.0734007386543413
chromhmm.dnase.fantom.0.thurman.fantom	0.319118034834043	0.139500795741282	297	0.0771910832976496	0.550906381325988	170397	0.0784699486880774
chromhmm.dnase.thurman.0.E	0.13194599637952	0.0637835807041396	297	0.139108324439219	0.718789704413053	733217	0.141413005421085
chromhmm.dnase.thurman.0.E.fantom	0.318829709250234	0.138183272425865	297	0.142885536092511	0.751214872689208	737334	0.145252796132078
chromhmm.dnase.thurman.0.E.thurman	0.296007400997518	0.126183687775705	297	0.160230942066107	0.83723785609437	807436	0.162885572595048
chromhmm.dnase.thurman.0.E.thurman.fantom	0.362337290147921	0.195763886975905	297	0.161221611546197	0.843628220135132	809274	0.163892655018931
chromhmm.dnase.thurman.0.fantom	0.260026592947899	0.0799415447259988	297	0.0200493734762659	0.649691024648889	15632	0.0203815420214292
chromhmm.dnase.thurman.0.P2P	0.162996730429386	0.0277490906632679	297	0.0270185503426483	0.200943187695575	54170	0.0274661809167589
chromhmm.dnase.thurman.0.P2P.E	0.250302724806838	0.087675183816772	297	0.142242221318498	0.37078803150009	739351	0.144598823222896
chromhmm.dnase.thurman.0.P2P.E.fantom	0.348662344743373	0.160098216658904	297	0.145228016618785	0.758375821408262	743041	0.147634085768742
chromhmm.dnase.thurman.0.P2P.E.thurman	0.335854167963711	0.147469347263321	297	0.161378516480338	0.779430096583857	811433	0.164052159479873
chromhmm.dnase.thurman.0.P2P.E.thurman.fantom	0.378563475379012	0.215473976324229	297	0.162229236318811	0.84809954646189	813147	0.164916973642611
chromhmm.dnase.thurman.0.P2P.fantom	0.302937817978918	0.105240471050785	297	0.0389356662531227	0.852968036192693	66173	0.0395807339720504
chromhmm.dnase.thurman.0.P2P.thurman	0.281650682972744	0.0928698752456761	297	0.0837555219072182	0.451625824126773	236224	0.0851431438144188
chromhmm.dnase.thurman.0.P2P.thurman.fantom	0.344058989389379	0.165188530199757	297	0.0872588737144652	0.62963693705023	241979	0.0887045374988539
chromhmm.dnase.thurman.0.thurman	0.226826730646094	0.0685702970531632	297	0.0746892869559357	0.518352133944656	200374	0.0759267037668303
chromhmm.dnase.thurman.0.thurman.fantom	0.320461879658654	0.142815742262597	297	0.0794517384427169	0.55384133189938	207081	0.0807680572992863
chromhmm.dnase.thurman.fantom.0.E	0.132093927342903	0.0639964741631247	297	0.139334715630837	0.718986155390823	734071	0.141643147354982
chromhmm.dnase.thurman.fantom.0.E.fantom	0.319751245475519	0.138532957183449	297	0.143222274913199	0.751400196521937	738725	0.145595113882418
chromhmm.dnase.thurman.fantom.0.E.thurman	0.296652711283202	0.126710932719476	297	0.160488578114126	0.837407949501364	808220	0.163147477035362
chromhmm.dnase.thurman.fantom.0.E.thurman.fantom	0.363090318270274	0.196467200356347	297	0.161558559773869	0.843772654507451	810664	0.164235185645609
chromhmm.dnase.thurman.fantom.0.fantom	0.260955133580601	0.0800900196729813	297	0.0203813277128338	0.649896353724158	16993	0.0207189959189193
chromhmm.dnase.thurman.fantom.0.P2P	0.163526583738627	0.0277919250004887	297	0.0270462349625823	0.201272984298212	54031	0.0274943242023932
chromhmm.dnase.thurman.fantom.0.P2P.E	0.250894164315122	0.0879288768511329	297	0.142472769508819	0.37104782677716	740180	0.144833191026686
chromhmm.dnase.thurman.fantom.0.P2P.E.fantom	0.349456315751595	0.160480764483884	297	0.145564778318537	0.75856456086071	744432	0.147976426777194
chromhmm.dnase.thurman.fantom.0.P2P.E.thurman	0.336578292204157	0.148070094950338	297	0.161635523354116	0.779588460646099	812198	0.164313424322084
chromhmm.dnase.thurman.fantom.0.P2P.E.thurman.fantom	0.379310333990794	0.216237890655874	297	0.162566207425545	0.848221044987981	814537	0.165259527527402
chromhmm.dnase.thurman.fantom.0.P2P.fantom	0.303691973868541	0.105422870539591	297	0.039267699613118	0.853109584694461	67533	0.0399182683038474
chromhmm.dnase.thurman.fantom.0.P2P.thurman	0.282357294624085	0.093264489185784	297	0.0838604764326362	0.451865319180515	235917	0.0852498371768163
chromhmm.dnase.thurman.fantom.0.P2P.thurman.fantom	0.344770548102163	0.165755134977113	297	0.0875917920493411	0.629884861148774	243336	0.0890429714673771
chromhmm.dnase.thurman.fantom.0.thurman	0.227422140050178	0.0689597845175642	297	0.074794422289507	0.518846725661261	200180	0.0760335809329252
chromhmm.dnase.thurman.fantom.0.thurman.fantom	0.321178918655875	0.143380588468198	297	0.0797845817851074	0.554078148730004	208439	0.0811064150328841
chromhmm.fantom.0.E	0.106035842705199	0.0512148438672079	297	0.113083304730638	0.571948692232417	235304	0.114956815484433
chromhmm.fantom.0.E.fantom	0.270461379075957	0.118212718702047	297	0.116924278426866	0.604116054772262	239968	0.118861424617758
chromhmm.fantom.0.E.thurman	0.245940635282921	0.103985779204197	297	0.131373175598148	0.669616863205229	261301	0.13354970428936
chromhmm.fantom.0.E.thurman.fantom	0.300998053355384	0.166537961061767	297	0.132430259821463	0.676098869924413	263764	0.134624301784548
chromhmm.fantom.0.fantom	0.23004666932427	0.0719447698070485	297	0.0202114058627126	0.549279019483151	17012	0.020546258883884
chromhmm.fantom.0.P2P	0.133124622728704	0.0260178940303222	297	0.0253132866844781	0.200029250891028	26121	0.0257326652561446
chromhmm.fantom.0.P2P.E	0.202867656613226	0.0735709886864486	297	0.116030621895096	0.308128632272732	238470	0.117952962406879
chromhmm.fantom.0.P2P.E.fantom	0.289232429900627	0.138649004183564	297	0.119082517669251	0.605367733590381	242732	0.121055420548007
chromhmm.fantom.0.P2P.E.thurman	0.274306593416756	0.12386249742567	297	0.132394390534384	0.626341055860192	262991	0.134587838232071
chromhmm.fantom.0.P2P.E.thurman.fantom	0.310265301789362	0.184884678893663	297	0.133312990329429	0.678289703630848	265348	0.135521656954424
chromhmm.fantom.0.P2P.fantom	0.256923810701621	0.0955989531346387	297	0.0374135463193301	0.683284414948191	39649	0.0380333962744922
chromhmm.fantom.0.P2P.thurman	0.23356117981559	0.0810259965543888	297	0.0752919313349814	0.388736168406582	92748	0.0765393324731607
chromhmm.fantom.0.P2P.thurman.fantom	0.286547803425168	0.145823323454772	297	0.0789837249585927	0.529035221745453	100208	0.080292289988923
chromhmm.fantom.0.thurman	0.19505978584723	0.0583788804683024	297	0.0674140072879693	0.450771891358427	78855	0.0685308907033528
chromhmm.fantom.0.thurman.fantom	0.273387924067245	0.125035253524928	297	0.072357032099915	0.486340162148278	87160	0.0735558092144924
chromhmm.thurman.0.E	0.114813197677389	0.054614959336567	297	0.120387542301966	0.62787816128089	381278	0.122382066212131
chromhmm.thurman.0.E.fantom	0.296551748304803	0.127568716471547	297	0.124103208003818	0.659676869126747	384759	0.126159291307444
chromhmm.thurman.0.E.thurman	0.264278189915506	0.110014291745322	297	0.14111339947432	0.745802672937337	455774	0.143451299591843
chromhmm.thurman.0.E.thurman.fantom	0.328255421818236	0.178319278013727	297	0.142064620364979	0.751836048729947	456992	0.144418279860707
chromhmm.thurman.0.fantom	0.253474991616639	0.0784119229268147	297	0.0198479369874548	0.613503250823854	13664	0.0201767682280629
chromhmm.thurman.0.P2P	0.145623714808324	0.0264665685464816	297	0.0257674033619776	0.197880568889669	34372	0.0261943055241581
chromhmm.thurman.0.P2P.E	0.220849783210137	0.0773653294916134	297	0.123381362751484	0.336250474927974	385292	0.125425486864087
chromhmm.thurman.0.P2P.E.fantom	0.316401915087565	0.148365738190602	297	0.126311091636	0.664574433579273	388376	0.128403754112281
chromhmm.thurman.0.P2P.E.thurman	0.296967203055622	0.13027519781176	297	0.142146099382588	0.685180518974785	457668	0.144501108784175
chromhmm.thurman.0.P2P.E.thurman.fantom	0.338320692215841	0.197006508831012	297	0.142959487580516	0.754199977848383	458790	0.14532797281339
chromhmm.thurman.0.P2P.fantom	0.282047825550174	0.10245722437094	297	0.037525472603771	0.75877612405421	44618	0.0381471769007215
chromhmm.thurman.0.P2P.thurman	0.252335220171444	0.0842651122599672	297	0.0815903922535905	0.415883686735271	217057	0.0829421433158498
chromhmm.thurman.0.P2P.thurman.fantom	0.312944898379368	0.155199340321876	297	0.0849861749669035	0.594288400158269	221082	0.0863941857524358
chromhmm.thurman.0.thurman	0.207865222184874	0.0611896586162018	297	0.0735968065972827	0.514957640941111	200988	0.0748161237098609
chromhmm.thurman.0.thurman.fantom	0.298530648101122	0.134039327297423	297	0.078236003167858	0.548793121254219	205763	0.079532180296905
chromhmm.thurman.fantom.0.E	0.115288998251424	0.0548775615202661	297	0.120671142909227	0.629301299012074	383496	0.122670365380233
chromhmm.thurman.fantom.0.E.fantom	0.297820678519131	0.127965318011215	297	0.124524307333037	0.661550005143259	388157	0.126587367211354
chromhmm.thurman.fantom.0.E.thurman	0.265827332751349	0.110746214542744	297	0.141426263356885	0.747165261734874	457927	0.143769346855367
chromhmm.thurman.fantom.0.E.thurman.fantom	0.329938091411656	0.179125161286977	297	0.142485882707524	0.753549653835424	460389	0.14484652147867
chromhmm.thurman.fantom.0.fantom	0.254469537839219	0.0785579845215599	297	0.0202632243990563	0.615319523149893	17008	0.0205989359252503
chromhmm.thurman.fantom.0.P2P	0.146596102857791	0.0265191596620421	297	0.0258029863429996	0.20034047778809	34446	0.0262304780271946
chromhmm.thurman.fantom.0.P2P.E	0.222070702192854	0.0776926183016715	297	0.123669325633488	0.33729500624236	387517	0.12571822057904
chromhmm.thurman.fantom.0.P2P.E.fantom	0.317828205454916	0.148821639196241	297	0.126732233545698	0.666042679885739	391775	0.128831873302123
chromhmm.thurman.fantom.0.P2P.E.thurman	0.298666190106283	0.131073263451829	297	0.142460030954775	0.687002645331417	459833	0.144820241426299
chromhmm.thurman.fantom.0.P2P.E.thurman.fantom	0.340037400597884	0.197884811084055	297	0.143380792503541	0.755575453495824	462188	0.145756257717286
chromhmm.thurman.fantom.0.P2P.fantom	0.283278708968507	0.102649379345969	297	0.0379408953831638	0.760483938215236	47963	0.0385694822084099
chromhmm.thurman.fantom.0.P2P.thurman	0.253942349093314	0.084803084362231	297	0.0817034256304851	0.417900215252233	216970	0.0830570493763175
chromhmm.thurman.fantom.0.P2P.thurman.fantom	0.31455826788573	0.155863387870273	297	0.0854024941607085	0.595308545752935	224424	0.0868174023259068
chromhmm.thurman.fantom.0.thurman	0.209277823928422	0.0616703976712158	297	0.0737000061078837	0.515483651282223	200803	0.0749210329811853
chromhmm.thurman.fantom.0.thurman.fantom	0.300088324080058	0.134634910068241	297	0.0786521911248136	0.550704475979622	209104	0.0799552634592565
dnase.0.E	0.114587193260846	0.0243962027302232	297	0.0506234643584603	0.686315382761447	1055427	0.0514621699931766
dnase.0.E.fantom	0.19272405878321	0.0346473044780925	297	0.0509552740120585	0.707067778682145	1062352	0.0517994769123147
dnase.0.E.thurman	0.230946303203504	0.0453357207691417	297	0.0540693798660197	0.760669810519528	1127393	0.0549651758004531
dnase.0.E.thurman.fantom	0.262550840574919	0.0550367274464545	297	0.0542998231939668	0.771104658723845	1132199	0.0551994370045587
dnase.0.fantom	0.109460500746714	0.0110323346517936	297	0.00136619244408015	0.482149386110503	28503	0.00138882687488171
dnase.0.P2P	0.0999096595459736	0.00472333605333625	297	0.00463757152154876	0.0971888707842708	96750	0.00471440461497321
dnase.0.P2P.E	0.182959792058162	0.0283959943982616	297	0.0511485283758431	0.28597676117316	1066393	0.0519959330230736
dnase.0.P2P.E.fantom	0.23142251045845	0.0385333739882131	297	0.0514499635307413	0.717958946065067	1072684	0.052302362213171
dnase.0.P2P.E.thurman	0.260342222751738	0.0490344726686766	297	0.0544946825875976	0.73317209214123	1136272	0.0553975247365398
dnase.0.P2P.E.thurman.fantom	0.28167841124682	0.0586361239181954	297	0.0547027247704181	0.778244580824522	1140610	0.0556090136639323
dnase.0.P2P.fantom	0.16740692866832	0.015608883909505	297	0.00576568888123451	0.785920087758146	120285	0.00586121208996774
dnase.0.P2P.thurman	0.207760463805071	0.0270202666863535	297	0.0135974728483177	0.343211485042319	283643	0.0138227493528064
dnase.0.P2P.thurman.fantom	0.23836229818579	0.0372995039671529	297	0.0144099674917172	0.448588043515544	300593	0.014648705023503
dnase.0.thurman	0.164545015312782	0.0226999630408882	297	0.00989559273542176	0.284248284615798	206418	0.0100595382395715
dnase.0.thurman.fantom	0.209146079751342	0.0331059996765837	297	0.0108778570196184	0.337258515722901	226911	0.011058076214247
dnase.fantom.0.E	0.117675936916072	0.0249833334382263	297	0.0513791029406397	0.686975506366754	1049635	0.0522303276382987
dnase.fantom.0.E.fantom	0.2012712334342	0.0358158098341983	297	0.0519881877760153	0.708198681634924	1055435	0.0528495035033959
dnase.fantom.0.E.thurman	0.239576889180409	0.046904789942863	297	0.0549524154281636	0.761889236326727	1121411	0.0558628410785008
dnase.fantom.0.E.thurman.fantom	0.271701844577594	0.0571031035272714	297	0.0553330887235224	0.772059904717733	1125281	0.0562498211891249
dnase.fantom.0.fantom	0.117569578517678	0.0116723843501427	297	0.00239049382951376	0.483626798927735	21581	0.00243009840162228
dnase.fantom.0.P2P	0.1044490396226	0.00493082523137753	297	0.00479592006103316	0.0997031950470222	94732	0.00487537659823012
dnase.fantom.0.P2P.E	0.189054537138056	0.0291482415560195	297	0.0519234562327703	0.287414556425502	1060333	0.0527836995185322
dnase.fantom.0.P2P.E.fantom	0.240262776366389	0.0398497650857759	297	0.0524829526049482	0.718786281713851	1065765	0.053352465362207
dnase.fantom.0.P2P.E.thurman	0.269270586915024	0.0507377172493603	297	0.0553846679829954	0.734180526830344	1130049	0.0563022549893944
dnase.fantom.0.P2P.E.thurman.fantom	0.290923067161192	0.0608248977560519	297	0.0557360138145666	0.779236117788379	1133690	0.0566594217526701
dnase.fantom.0.P2P.fantom	0.17585394162117	0.0164326384582439	297	0.00679083170777535	0.786808899574304	113352	0.00690333899841417
dnase.fantom.0.P2P.thurman	0.216380828833719	0.0283390856724742	297	0.0141454394436319	0.344996277189608	280886	0.0143797943997231
dnase.fantom.0.P2P.thurman.fantom	0.247397820227971	0.039128851774494	297	0.0154363816950972	0.451293135576708	293654	0.0156921243723592
dnase.fantom.0.thurman	0.172757237291095	0.023857901784086	297	0.0103967503559691	0.288658659924654	205494	0.0105689988027476
dnase.fantom.0.thurman.fantom	0.218037012647671	0.0347886911921552	297	0.0119038431938551	0.339205270066247	219984	0.0121010604425754
dnase.thurman.0.E	0.117076097300714	0.0266777945279871	297	0.0554075861314005	0.691010463505981	1125043	0.056325552834852
dnase.thurman.0.E.fantom	0.199737042679073	0.0407781989089456	297	0.0557657632699668	0.711942400278977	1132002	0.0566896640829889
dnase.thurman.0.E.thurman	0.236945361309738	0.0496848767496538	297	0.0603865971678596	0.768404758901536	1218392	0.061387053773267
dnase.thurman.0.E.thurman.fantom	0.270188979244026	0.0630425336198355	297	0.0606223986453347	0.778767622174739	1223216	0.0616267618981899
dnase.thurman.0.fantom	0.115669969632529	0.0152044030380505	297	0.00146194481956452	0.489301415816356	28423	0.00148616563047408
dnase.thurman.0.P2P	0.102425866253066	0.00501937145122525	297	0.00492466944785281	0.0976877932644241	98234	0.00500625904404841
dnase.thurman.0.P2P.E	0.187452815776408	0.0309341293182983	297	0.055969120646804	0.286939563860236	1136177	0.0568963905887464
dnase.thurman.0.P2P.E.fantom	0.238660650139592	0.0448978677360436	297	0.0562953103127049	0.722882429269938	1142516	0.0572279844108868
dnase.thurman.0.P2P.E.thurman	0.266852225627437	0.0536210645856981	297	0.0608212275564547	0.738198812207944	1227335	0.0618288849127501
dnase.thurman.0.P2P.E.thurman.fantom	0.289432407332764	0.066858547432852	297	0.0610343895652268	0.785834375163146	1231691	0.0620455784889511
dnase.thurman.0.P2P.fantom	0.173918830882686	0.0200476430618821	297	0.00613297093371534	0.79345645579059	121784	0.00623457909793017
dnase.thurman.0.P2P.thurman	0.213149848522274	0.0295054603270197	297	0.0176424899755177	0.344242029423378	337535	0.0179347824122447
dnase.thurman.0.P2P.thurman.fantom	0.245581122087138	0.0437153564735924	297	0.0184744537485241	0.455936147940815	354511	0.0187805297678869
dnase.thurman.0.thurman	0.169325006408544	0.0249155790021768	297	0.0138635954400118	0.292437454305854	259742	0.01409328093784
dnase.thurman.0.thurman.fantom	0.216215053931227	0.0392785038404101	297	0.0148679593105697	0.345175019414986	280254	0.0151142846343802
dnase.thurman.fantom.0.E	0.119780307514866	0.0272397250707193	297	0.0561235540065746	0.691585219013499	1119353	0.0570533825274422
dnase.thurman.fantom.0.E.fantom	0.207319619459312	0.0418760987720019	297	0.0567439410992394	0.712925733487497	1125146	0.0576840479002863
dnase.thurman.fantom.0.E.thurman	0.244529132097601	0.0511788154352594	297	0.0612181821652618	0.769465706889915	1212490	0.0622324160779299
dnase.thurman.fantom.0.E.thurman.fantom	0.27825326943781	0.0649959851021877	297	0.0616008999591417	0.779603389109291	1216359	0.0626214745593605
dnase.thurman.fantom.0.fantom	0.122878643949895	0.0157945220905254	297	0.0024319643561683	0.490637890561088	21565	0.00247225599236499
dnase.thurman.fantom.0.P2P	0.106436018364942	0.00521848512440643	297	0.00507559659116675	0.0999704888467918	96318	0.0051596866769502
dnase.thurman.fantom.0.P2P.E	0.1928077854395	0.0316557700916654	297	0.056703394632532	0.28819075044268	1130233	0.0576428296788791
dnase.thurman.fantom.0.P2P.E.fantom	0.246496040658039	0.0461391293145786	297	0.057273556143638	0.723607833018031	1135658	0.058222437356464
dnase.thurman.fantom.0.P2P.E.thurman	0.274714809381205	0.0552454383214789	297	0.0616596222528479	0.739065870380262	1221192	0.0626811697362788
dnase.thurman.fantom.0.P2P.E.thurman.fantom	0.297583298077145	0.0689319636152163	297	0.0620129080383313	0.78668215865778	1224832	0.0630403085937064
dnase.thurman.fantom.0.P2P.fantom	0.181411217674839	0.020814570611258	297	0.00710381348106977	0.794225965403605	114915	0.00722150610582493
dnase.thurman.fantom.0.P2P.thurman	0.220723657021838	0.0307606854950559	297	0.0181483873753534	0.345840835670791	334874	0.0184490612811324
dnase.thurman.fantom.0.P2P.thurman.fantom	0.253533907119717	0.0454430637435522	297	0.0194464275384547	0.458411397958358	347637	0.0197686067602503
dnase.thurman.fantom.0.thurman	0.17651362634503	0.0260154470830329	297	0.0143241293770129	0.296524393504214	258906	0.0145614447834781
dnase.thurman.fantom.0.thurman.fantom	0.22403388136985	0.0408634553979427	297	0.0158395225484192	0.346947187200711	273392	0.0161019442728296
fantom.0.E	0.0179263017802354	0.00115023546240488	297	0.00156953107279599	0.0772579063128044	16024	0.00159553432190781
fantom.0.E.fantom	0.0333094409424629	0.0020283923522424	297	0.00210274194331595	0.0980888473117746	21839	0.00213757917815483
fantom.0.E.thurman	0.0469549159036404	0.00311738435807788	297	0.00176568567562353	0.0874208929125509	17944	0.00179493872149959
fantom.0.E.thurman.fantom	0.0484257539215076	0.00386597966908928	297	0.00210324973141616	0.0981021561743469	21846	0.00213809537904832
fantom.0.fantom	0.0231437576635019	0.000965602225677098	297	0.00208841138778202	0.0978277779027693	21670	0.00212301120074891
fantom.0.P2P	0.0178008908564421	0.000439828034514095	297	0.000336719119272948	0.0975493179895122	2953	0.000342297722520075
fantom.0.P2P.E	0.0293281273399979	0.0015028888596706	297	0.0016116838404087	0.0402406678491156	16392	0.00163838545665449
fantom.0.P2P.E.fantom	0.0385056990447319	0.00235791781748603	297	0.00210296819183119	0.0826759080461279	21842	0.00213780917504855
fantom.0.P2P.E.thurman	0.0484115812798686	0.00340292033316266	297	0.00179060161112877	0.0980908917449749	18175	0.00182026745244993
fantom.0.P2P.E.thurman.fantom	0.0493675251349628	0.00413668601299859	297	0.00210341338027199	0.090116506686355	21848	0.00213826173916106
fantom.0.P2P.fantom	0.0313686128237744	0.00137325524530052	297	0.00208998368785701	0.0981035941526026	21686	0.00212460954994853
fantom.0.P2P.thurman	0.0459740174722233	0.00266157606186102	297	0.000945170649464711	0.0976685851876543	8810	0.000960829790132392
fantom.0.P2P.thurman.fantom	0.0474050763733047	0.00343239966816836	297	0.00209226047242397	0.0642468043280248	21712	0.00212692405520627
fantom.0.thurman	0.0439561810958483	0.00232100945360141	297	0.000760438419008957	0.0456612391822421	7079	0.000773037003380059
fantom.0.thurman.fantom	0.0460266547322896	0.00311098870007398	297	0.00209117308138585	0.0977581150400911	21701	0.00212581864878729
thurman.0.E	0.0436190652399575	0.00723134202635429	297	0.0152731684947705	0.297959208757568	318349	0.0155262071328579
thurman.0.E.fantom	0.115113601673205	0.0193067510316636	297	0.0154023080967259	0.309407915673668	321043	0.015657486258712
thurman.0.E.thurman	0.0972982220334395	0.014331593575992	297	0.0197548652755583	0.374660259458762	412010	0.0200821545480259
thurman.0.E.thurman.fantom	0.125947230992341	0.0257772846535264	297	0.0197834650580258	0.376335124170289	412605	0.0201112281581742
thurman.0.fantom	0.100653396500052	0.0130514021159307	297	0.000505650814375271	0.318171767072143	10526	0.000514028198115989
thurman.0.P2P	0.0457153047344618	0.00138349139918847	297	0.00135885525557338	0.0506238949825401	28322	0.00138136812730304
thurman.0.P2P.E	0.0755657767102649	0.00842001927294504	297	0.0154190241123777	0.142604810656792	321390	0.0156744792174117
thurman.0.P2P.E.fantom	0.120033661332495	0.0203827485360332	297	0.0155391642983219	0.313647711914269	323899	0.0157966098291828
thurman.0.P2P.E.thurman	0.109083363841482	0.0154269831780075	297	0.0197963138764438	0.322400704420606	412875	0.0201242898497438
thurman.0.P2P.E.thurman.fantom	0.128644597851551	0.0267740123717519	297	0.0198230458376016	0.376895925762999	413432	0.0201514646934015
thurman.0.P2P.fantom	0.10827237587942	0.0142904477131582	297	0.00178617038143076	0.378359042346252	37223	0.00181576280823233
thurman.0.P2P.thurman	0.0920978167268952	0.00891199135040603	297	0.012862763207092	0.172197342908389	268376	0.0130758673894415
thurman.0.P2P.thurman.fantom	0.120415734311739	0.021123704526062	297	0.0129779793101821	0.311592395295839	270775	0.0131929923384808
