dataset	genome_coverage	peak_catching	numEnh_ge1Gene	enhGenomeCov
chromhmm.dnase.0.E.thurman	0.15599799472382	0.833791788718027	740795	0.158582495781528
chromhmm.dnase.0.E.thurman.fantom	0.156986417924761	0.840194180201246	742621	0.159587294710971
chromhmm.dnase.0.P2P	0.0268800026791892	0.200721418685166	53363	0.0273253378610841
chromhmm.dnase.0.P2P.E	0.139049975519116	0.370432886871283	688304	0.141353689803647
chromhmm.dnase.0.P2P.E.fantom	0.142024323661379	0.756226210437602	691938	0.144377315540365
chromhmm.dnase.0.P2P.E.thurman	0.157141599302797	0.777248763437526	744762	0.159745047060745
chromhmm.dnase.0.P2P.E.thurman.fantom	0.157990131648603	0.844711040861443	746464	0.160607637489471
chromhmm.dnase.0.P2P.fantom	0.0387650504047469	0.849585964116084	65208	0.0394072914409253
chromhmm.dnase.0.P2P.thurman	0.0811205373226322	0.451235622686867	197752	0.0824645040504315
chromhmm.dnase.0.P2P.thurman.fantom	0.0846179002172856	0.626624158956844	203466	0.0860198096007993
chromhmm.dnase.0.fantom	0.0200024847425421	0.646694989334828	15475	0.0203338764573229
chromhmm.dnase.0.thurman	0.0720881395527331	0.515123523959796	162214	0.0732824617826574
chromhmm.dnase.0.thurman.fantom	0.0768435156891769	0.550639244295538	168878	0.0781166227437152
chromhmm.dnase.500.E	0.176695787547341	0.721119674659872	683007	0.179590346479024
chromhmm.dnase.500.E.fantom	0.180580553677387	0.7536434306245	687344	0.183539371501243
chromhmm.dnase.500.E.thurman	0.199931008311608	0.84035167385289	744937	0.203209223022223
chromhmm.dnase.500.E.thurman.fantom	0.200997548578907	0.846778129098695	746951	0.204293332762536
chromhmm.dnase.500.P2P	0.029324039236681	0.201563646437315	56387	0.0298064348435955
chromhmm.dnase.500.P2P.E	0.180097874078134	0.372981520669314	689681	0.183048447977036
chromhmm.dnase.500.P2P.E.fantom	0.183187754499432	0.761099369059516	693578	0.186189428659687
chromhmm.dnase.500.P2P.E.thurman	0.201296156262894	0.782226809908597	749348	0.204596670561801
chromhmm.dnase.500.P2P.E.thurman.fantom	0.202221129148138	0.851200484954551	751237	0.205536877512482
chromhmm.dnase.500.P2P.fantom	0.0415339811011781	0.856102619027489	68913	0.0422183958484633
chromhmm.dnase.500.P2P.thurman	0.0912269387009499	0.454069676797742	208564	0.0927318225174843
chromhmm.dnase.500.P2P.thurman.fantom	0.0949442602750107	0.632928002244216	214746	0.0965104660346526
chromhmm.dnase.500.fantom	0.0203545077308352	0.653074213955794	16250	0.0206914176116096
chromhmm.dnase.500.thurman	0.0802904302491687	0.522333687887715	171155	0.0816172413641313
chromhmm.dnase.500.thurman.fantom	0.0852815347771909	0.557994747748279	178334	0.0866907153852229
chromhmm.dnase.fantom.0.E	0.136171069296159	0.716933277643337	683244	0.138427087222852
chromhmm.dnase.fantom.0.E.fantom	0.14005170893292	0.749321898927008	687900	0.142372019463269
chromhmm.dnase.fantom.0.E.thurman	0.156269427800327	0.833998974382407	741732	0.158858425832977
chromhmm.dnase.fantom.0.E.thurman.fantom	0.157338305545263	0.840367579286601	744176	0.15994501223928
chromhmm.dnase.fantom.0.P2P	0.0269083476143123	0.201098962920823	53219	0.0273541524016975
chromhmm.dnase.fantom.0.P2P.E	0.139290237142883	0.370704939728702	689239	0.141597931968458
chromhmm.dnase.fantom.0.P2P.E.fantom	0.14237600664137	0.756430253429254	693493	0.144734825037776
chromhmm.dnase.fantom.0.P2P.E.thurman	0.157412423859772	0.777437115401157	745680	0.160020358510998
chromhmm.dnase.fantom.0.P2P.E.thurman.fantom	0.158342042148168	0.84485977061804	748019	0.160965378275893
chromhmm.dnase.fantom.0.P2P.fantom	0.0391117257297493	0.849751548940546	66728	0.0397597103188865
chromhmm.dnase.fantom.0.P2P.thurman	0.0812368891170053	0.451513097844975	197563	0.0825827835063502
chromhmm.dnase.fantom.0.P2P.thurman.fantom	0.0849655428182436	0.626898706861376	204984	0.086373211780087
chromhmm.dnase.fantom.0.fantom	0.0203490809441172	0.646925614665065	16996	0.0206862149009772
chromhmm.dnase.fantom.0.thurman	0.072204488804988	0.515657608788929	162136	0.0734007386543413
chromhmm.dnase.fantom.0.thurman.fantom	0.0771910832976496	0.550906381325988	170397	0.0784699486880774
chromhmm.dnase.fantom.500.E	0.176966352808265	0.721250889610319	683965	0.17986544472991
chromhmm.dnase.fantom.500.E.fantom	0.180982165764408	0.753775600807128	688842	0.183947730339986
chromhmm.dnase.fantom.500.E.thurman	0.200222266414263	0.84053095928617	745869	0.203505359528297
chromhmm.dnase.fantom.500.E.thurman.fantom	0.201403443817243	0.846901046376024	748481	0.204706027624178
chromhmm.dnase.fantom.500.P2P	0.0293449205129194	0.20171686651264	56246	0.0298276982502375
chromhmm.dnase.fantom.500.P2P.E	0.18037124424867	0.37312182656317	690614	0.183326405037626
chromhmm.dnase.fantom.500.P2P.E.fantom	0.183589468588943	0.761215723149536	695073	0.186597891513878
chromhmm.dnase.fantom.500.P2P.E.thurman	0.201586869081206	0.782340753735043	750267	0.204892257594959
chromhmm.dnase.fantom.500.P2P.E.thurman.fantom	0.202627015171296	0.851326849348413	752764	0.205949564298391
chromhmm.dnase.fantom.500.P2P.fantom	0.0419175342986346	0.856219444809864	70308	0.0426084508754236
chromhmm.dnase.fantom.500.P2P.thurman	0.091299462789615	0.454192180539343	208374	0.092805587237529
chromhmm.dnase.fantom.500.P2P.thurman.fantom	0.0953353943865515	0.633123692444642	216189	0.096908199146117
chromhmm.dnase.fantom.500.fantom	0.0207380955646515	0.653207996703044	17658	0.0210815081717979
chromhmm.dnase.fantom.500.thurman	0.0803641793210167	0.522672830837408	171054	0.0816922239048071
chromhmm.dnase.fantom.500.thurman.fantom	0.0856735259003126	0.558069716613846	179795	0.087089319706831
chromhmm.dnase.thurman.0.E	0.139108324439219	0.718789704413053	733217	0.141413005421085
chromhmm.dnase.thurman.0.E.fantom	0.142885536092511	0.751214872689208	737334	0.145252796132078
chromhmm.dnase.thurman.0.E.thurman	0.160230942066107	0.83723785609437	807436	0.162885572595048
chromhmm.dnase.thurman.0.E.thurman.fantom	0.161221611546197	0.843628220135132	809274	0.163892655018931
chromhmm.dnase.thurman.0.P2P	0.0270185503426483	0.200943187695575	54170	0.0274661809167589
chromhmm.dnase.thurman.0.P2P.E	0.142242221318498	0.37078803150009	739351	0.144598823222896
chromhmm.dnase.thurman.0.P2P.E.fantom	0.145228016618785	0.758375821408262	743041	0.147634085768742
chromhmm.dnase.thurman.0.P2P.E.thurman	0.161378516480338	0.779430096583857	811433	0.164052159479873
chromhmm.dnase.thurman.0.P2P.E.thurman.fantom	0.162229236318811	0.84809954646189	813147	0.164916973642611
chromhmm.dnase.thurman.0.P2P.fantom	0.0389356662531227	0.852968036192693	66173	0.0395807339720504
chromhmm.dnase.thurman.0.P2P.thurman	0.0837555219072182	0.451625824126773	236224	0.0851431438144188
chromhmm.dnase.thurman.0.P2P.thurman.fantom	0.0872588737144652	0.62963693705023	241979	0.0887045374988539
chromhmm.dnase.thurman.0.fantom	0.0200493734762659	0.649691024648889	15632	0.0203815420214292
chromhmm.dnase.thurman.0.thurman	0.0746892869559357	0.518352133944656	200374	0.0759267037668303
chromhmm.dnase.thurman.0.thurman.fantom	0.0794517384427169	0.55384133189938	207081	0.0807680572992863
chromhmm.dnase.thurman.500.E	0.184485508674241	0.72316983895048	734003	0.187507155806621
chromhmm.dnase.thurman.500.E.fantom	0.188386369272052	0.755733699936387	738404	0.19147254226517
chromhmm.dnase.thurman.500.E.thurman	0.209920818300918	0.84327791543633	809451	0.213362599994432
chromhmm.dnase.thurman.500.E.thurman.fantom	0.210992811411645	0.849710402750324	811498	0.214452247426809
chromhmm.dnase.thurman.500.P2P	0.0295557599789979	0.201747249136812	57470	0.0300419574772937
chromhmm.dnase.thurman.500.P2P.E	0.187924296082512	0.373128952027182	740853	0.19100256428673
chromhmm.dnase.thurman.500.P2P.E.fantom	0.191029393940813	0.763166733480843	744812	0.194159015167747
chromhmm.dnase.thurman.500.P2P.E.thurman	0.211300386099637	0.784316413758828	813954	0.214764686577872
chromhmm.dnase.thurman.500.P2P.E.thurman.fantom	0.212230508045191	0.854114059164012	815873	0.21571012401971
chromhmm.dnase.thurman.500.P2P.fantom	0.041810805056984	0.859025757196357	70201	0.0424997699134656
chromhmm.dnase.thurman.500.P2P.thurman	0.09670164402829	0.454219434522254	242160	0.0982972188695177
chromhmm.dnase.thurman.500.P2P.thurman.fantom	0.100433333018598	0.634738288869227	248437	0.102090452653117
chromhmm.dnase.thurman.500.fantom	0.0204136173797942	0.65488988321465	16449	0.0207515094685636
chromhmm.dnase.thurman.500.thurman	0.0856627800491332	0.523879417761784	204061	0.0870787156225189
chromhmm.dnase.thurman.500.thurman.fantom	0.0906699787271549	0.559550369032629	211342	0.0921685323442385
chromhmm.dnase.thurman.fantom.0.E	0.139334715630837	0.718986155390823	734071	0.141643147354982
chromhmm.dnase.thurman.fantom.0.E.fantom	0.143222274913199	0.751400196521937	738725	0.145595113882418
chromhmm.dnase.thurman.fantom.0.E.thurman	0.160488578114126	0.837407949501364	808220	0.163147477035362
chromhmm.dnase.thurman.fantom.0.E.thurman.fantom	0.161558559773869	0.843772654507451	810664	0.164235185645609
chromhmm.dnase.thurman.fantom.0.P2P	0.0270462349625823	0.201272984298212	54031	0.0274943242023932
chromhmm.dnase.thurman.fantom.0.P2P.E	0.142472769508819	0.37104782677716	740180	0.144833191026686
chromhmm.dnase.thurman.fantom.0.P2P.E.fantom	0.145564778318537	0.75856456086071	744432	0.147976426777194
chromhmm.dnase.thurman.fantom.0.P2P.E.thurman	0.161635523354116	0.779588460646099	812198	0.164313424322084
chromhmm.dnase.thurman.fantom.0.P2P.E.thurman.fantom	0.162566207425545	0.848221044987981	814537	0.165259527527402
chromhmm.dnase.thurman.fantom.0.P2P.fantom	0.039267699613118	0.853109584694461	67533	0.0399182683038474
chromhmm.dnase.thurman.fantom.0.P2P.thurman	0.0838604764326362	0.451865319180515	235917	0.0852498371768163
chromhmm.dnase.thurman.fantom.0.P2P.thurman.fantom	0.0875917920493411	0.629884861148774	243336	0.0890429714673771
chromhmm.dnase.thurman.fantom.0.fantom	0.0203813277128338	0.649896353724158	16993	0.0207189959189193
chromhmm.dnase.thurman.fantom.0.thurman	0.074794422289507	0.518846725661261	200180	0.0760335809329252
chromhmm.dnase.thurman.fantom.0.thurman.fantom	0.0797845817851074	0.554078148730004	208439	0.0811064150328841
chromhmm.dnase.thurman.fantom.500.E	0.184735890152594	0.723293887633707	734857	0.187761719405067
chromhmm.dnase.thurman.fantom.500.E.fantom	0.188756218546098	0.755835106288744	739730	0.19184859397002
chromhmm.dnase.thurman.fantom.500.E.thurman	0.210184994901169	0.843436495115554	810243	0.213631187265838
chromhmm.dnase.thurman.fantom.500.E.thurman.fantom	0.211366938117241	0.849802722438568	812857	0.214832625140648
chromhmm.dnase.thurman.fantom.500.P2P	0.0295758935547358	0.201876349524811	57332	0.0300624585346813
chromhmm.dnase.thurman.fantom.500.P2P.E	0.188177193304537	0.373262393952041	741680	0.191259693061205
chromhmm.dnase.thurman.fantom.500.P2P.E.fantom	0.19139937921818	0.763275465074835	746137	0.194535205129156
chromhmm.dnase.thurman.fantom.500.P2P.E.thurman	0.211563808326328	0.784409577803582	814731	0.215032512469111
chromhmm.dnase.thurman.fantom.500.P2P.E.thurman.fantom	0.212604637292905	0.854231519227449	817230	0.216090505609902
chromhmm.dnase.thurman.fantom.500.P2P.fantom	0.042162044119593	0.859122957262734	71415	0.0428569621960595
chromhmm.dnase.thurman.fantom.500.P2P.thurman	0.0967539198281357	0.454321250712399	241869	0.0983503894997234
chromhmm.dnase.thurman.fantom.500.P2P.thurman.fantom	0.100793233713269	0.634932677466022	249712	0.102456414213342
chromhmm.dnase.thurman.fantom.500.fantom	0.0207653334073208	0.655010976583561	17678	0.0211091875872926
chromhmm.dnase.thurman.fantom.500.thurman	0.08571723762188	0.52421465543358	203866	0.0871340754225964
chromhmm.dnase.thurman.fantom.500.thurman.fantom	0.0910309197836785	0.559603955045515	212635	0.0925355505334521
chromhmm.fantom.0.E	0.113083304730638	0.571948692232417	235304	0.114956815484433
chromhmm.fantom.0.E.fantom	0.116924278426866	0.604116054772262	239968	0.118861424617758
chromhmm.fantom.0.E.thurman	0.131373175598148	0.669616863205229	261301	0.13354970428936
chromhmm.fantom.0.E.thurman.fantom	0.132430259821463	0.676098869924413	263764	0.134624301784548
chromhmm.fantom.0.P2P	0.0253132866844781	0.200029250891028	26121	0.0257326652561446
chromhmm.fantom.0.P2P.E	0.116030621895096	0.308128632272732	238470	0.117952962406879
chromhmm.fantom.0.P2P.E.fantom	0.119082517669251	0.605367733590381	242732	0.121055420548007
chromhmm.fantom.0.P2P.E.thurman	0.132394390534384	0.626341055860192	262991	0.134587838232071
chromhmm.fantom.0.P2P.E.thurman.fantom	0.133312990329429	0.678289703630848	265348	0.135521656954424
chromhmm.fantom.0.P2P.fantom	0.0374135463193301	0.683284414948191	39649	0.0380333962744922
chromhmm.fantom.0.P2P.thurman	0.0752919313349814	0.388736168406582	92748	0.0765393324731607
chromhmm.fantom.0.P2P.thurman.fantom	0.0789837249585927	0.529035221745453	100208	0.080292289988923
chromhmm.fantom.0.fantom	0.0202114058627126	0.549279019483151	17012	0.020546258883884
chromhmm.fantom.0.thurman	0.0674140072879693	0.450771891358427	78855	0.0685308907033528
chromhmm.fantom.0.thurman.fantom	0.072357032099915	0.486340162148278	87160	0.0735558092144924
chromhmm.fantom.500.E	0.119495835257052	0.584826657679096	235459	0.121475463681192
chromhmm.fantom.500.E.fantom	0.123483382719264	0.617191818193676	240156	0.125529054917571
chromhmm.fantom.500.E.thurman	0.138278210374931	0.68409780895043	262753	0.140569005008141
chromhmm.fantom.500.E.thurman.fantom	0.139449071226934	0.690622307009389	265212	0.141759239902234
chromhmm.fantom.500.P2P	0.025790224909893	0.20067273947497	26744	0.0262174864329928
chromhmm.fantom.500.P2P.E	0.122492633480216	0.315458833574373	238722	0.124521907564789
chromhmm.fantom.500.P2P.E.fantom	0.125688256801323	0.618675430744859	243011	0.127770455404216
chromhmm.fantom.500.P2P.E.thurman	0.139335159548219	0.639812550916272	264493	0.141643461985564
chromhmm.fantom.500.P2P.E.thurman.fantom	0.140365715179828	0.692780664130639	266841	0.14269106908685
chromhmm.fantom.500.P2P.fantom	0.0382867394355317	0.697814375240229	40323	0.038920986590295
chromhmm.fantom.500.P2P.thurman	0.0770067527218613	0.396337976773157	96633	0.078282518017221
chromhmm.fantom.500.P2P.thurman.fantom	0.081009053684514	0.53930953011237	104025	0.082351072295895
chromhmm.fantom.500.fantom	0.020628547113974	0.55960570573554	17100	0.0209702604186636
chromhmm.fantom.500.thurman	0.068798831551491	0.458249532220433	82715	0.0699386254548921
chromhmm.fantom.500.thurman.fantom	0.0740655197994273	0.493889234333173	90970	0.075292513174743
chromhmm.thurman.0.E	0.120387542301966	0.62787816128089	381278	0.122382066212131
chromhmm.thurman.0.E.fantom	0.124103208003818	0.659676869126747	384759	0.126159291307444
chromhmm.thurman.0.E.thurman	0.14111339947432	0.745802672937337	455774	0.143451299591843
chromhmm.thurman.0.E.thurman.fantom	0.142064620364979	0.751836048729947	456992	0.144418279860707
chromhmm.thurman.0.P2P	0.0257674033619776	0.197880568889669	34372	0.0261943055241581
chromhmm.thurman.0.P2P.E	0.123381362751484	0.336250474927974	385292	0.125425486864087
chromhmm.thurman.0.P2P.E.fantom	0.126311091636	0.664574433579273	388376	0.128403754112281
chromhmm.thurman.0.P2P.E.thurman	0.142146099382588	0.685180518974785	457668	0.144501108784175
chromhmm.thurman.0.P2P.E.thurman.fantom	0.142959487580516	0.754199977848383	458790	0.14532797281339
chromhmm.thurman.0.P2P.fantom	0.037525472603771	0.75877612405421	44618	0.0381471769007215
chromhmm.thurman.0.P2P.thurman	0.0815903922535905	0.415883686735271	217057	0.0829421433158498
chromhmm.thurman.0.P2P.thurman.fantom	0.0849861749669035	0.594288400158269	221082	0.0863941857524358
chromhmm.thurman.0.fantom	0.0198479369874548	0.613503250823854	13664	0.0201767682280629
chromhmm.thurman.0.thurman	0.0735968065972827	0.514957640941111	200988	0.0748161237098609
chromhmm.thurman.0.thurman.fantom	0.078236003167858	0.548793121254219	205763	0.079532180296905
chromhmm.thurman.500.E	0.141327894188532	0.643053304143317	381692	0.143664065131208
chromhmm.thurman.500.E.fantom	0.145134616973647	0.675112139443971	385347	0.147533835226633
chromhmm.thurman.500.E.thurman	0.167156473941523	0.764168780719012	456094	0.169919840555506
chromhmm.thurman.500.E.thurman.fantom	0.168141893312107	0.770257262675982	457405	0.170921563599525
chromhmm.thurman.500.P2P	0.0271374960508274	0.199207778513058	36071	0.0275863995178363
chromhmm.thurman.500.P2P.E	0.144489031134833	0.344491822771732	386068	0.146877517770464
chromhmm.thurman.500.P2P.E.fantom	0.147505397312447	0.680624772916257	389315	0.149943838941783
chromhmm.thurman.500.P2P.E.thurman	0.168259581625097	0.701412598899259	458149	0.171041182012079
chromhmm.thurman.500.P2P.E.thurman.fantom	0.169106224541588	0.772630113484861	459361	0.171901832972617
chromhmm.thurman.500.P2P.fantom	0.0391332450776431	0.777254144910104	46757	0.0397808254550592
chromhmm.thurman.500.P2P.thurman	0.0951731052461718	0.424603382022219	218224	0.0967473776945349
chromhmm.thurman.500.P2P.thurman.fantom	0.0986638659422282	0.607981472632661	222472	0.100295906735301
chromhmm.thurman.500.fantom	0.020108868891654	0.627375005350318	14166	0.0204419549695523
chromhmm.thurman.500.thurman	0.0865448565972055	0.52571334863727	201319	0.087976695854178
chromhmm.thurman.500.thurman.fantom	0.0912870006909204	0.55975339082024	206342	0.0927973280232331
chromhmm.thurman.fantom.0.E	0.120671142909227	0.629301299012074	383496	0.122670365380233
chromhmm.thurman.fantom.0.E.fantom	0.124524307333037	0.661550005143259	388157	0.126587367211354
chromhmm.thurman.fantom.0.E.thurman	0.141426263356885	0.747165261734874	457927	0.143769346855367
chromhmm.thurman.fantom.0.E.thurman.fantom	0.142485882707524	0.753549653835424	460389	0.14484652147867
chromhmm.thurman.fantom.0.P2P	0.0258029863429996	0.20034047778809	34446	0.0262304780271946
chromhmm.thurman.fantom.0.P2P.E	0.123669325633488	0.33729500624236	387517	0.12571822057904
chromhmm.thurman.fantom.0.P2P.E.fantom	0.126732233545698	0.666042679885739	391775	0.128831873302123
chromhmm.thurman.fantom.0.P2P.E.thurman	0.142460030954775	0.687002645331417	459833	0.144820241426299
chromhmm.thurman.fantom.0.P2P.E.thurman.fantom	0.143380792503541	0.755575453495824	462188	0.145756257717286
chromhmm.thurman.fantom.0.P2P.fantom	0.0379408953831638	0.760483938215236	47963	0.0385694822084099
chromhmm.thurman.fantom.0.P2P.thurman	0.0817034256304851	0.417900215252233	216970	0.0830570493763175
chromhmm.thurman.fantom.0.P2P.thurman.fantom	0.0854024941607085	0.595308545752935	224424	0.0868174023259068
chromhmm.thurman.fantom.0.fantom	0.0202632243990563	0.615319523149893	17008	0.0205989359252503
chromhmm.thurman.fantom.0.thurman	0.0737000061078837	0.515483651282223	200803	0.0749210329811853
chromhmm.thurman.fantom.0.thurman.fantom	0.0786521911248136	0.550704475979622	209104	0.0799552634592565
chromhmm.thurman.fantom.500.E	0.141725399483683	0.644025759545999	383911	0.144068051444735
chromhmm.thurman.fantom.500.E.fantom	0.145722705819703	0.676463412598724	388672	0.148131548375982
chromhmm.thurman.fantom.500.E.thurman	0.16755881212104	0.765111264011876	458258	0.170328732392668
chromhmm.thurman.fantom.500.E.thurman.fantom	0.1687333911386	0.771527966949856	460757	0.171522713781106
chromhmm.thurman.fantom.500.P2P	0.027171784775947	0.20089839345531	36150	0.0276212437242057
chromhmm.thurman.fantom.500.P2P.E	0.144890024851614	0.345069706215371	388295	0.147285048684995
chromhmm.thurman.fantom.500.P2P.E.fantom	0.148093596740642	0.681593817860508	392640	0.150541662890198
chromhmm.thurman.fantom.500.P2P.E.thurman	0.168663975107137	0.702713722151317	460327	0.171452161910927
chromhmm.thurman.fantom.500.P2P.E.thurman.fantom	0.169697881568231	0.773577372871598	462714	0.17250314466887
chromhmm.thurman.fantom.500.P2P.fantom	0.0396992772355813	0.778521535774415	49910	0.0403561907882547
chromhmm.thurman.fantom.500.P2P.thurman	0.0952228595825788	0.425953759561003	218170	0.0967979275876636
chromhmm.thurman.fantom.500.P2P.thurman.fantom	0.0992395511583066	0.608599070263477	225706	0.100881028200777
chromhmm.thurman.fantom.500.fantom	0.0206728492424814	0.62867777041914	17300	0.021015251945851
chromhmm.thurman.fantom.500.thurman	0.0865782425526175	0.525849352501076	201158	0.0880106174887377
chromhmm.thurman.fantom.500.thurman.fantom	0.0918619563190902	0.561291133877598	209569	0.0933817162120963
dnase.0.E	0.0506234643584603	0.686315382761447	1055427	0.0514621699931766
dnase.0.E.fantom	0.0509552740120585	0.707067778682145	1062352	0.0517994769123147
dnase.0.E.thurman	0.0540693798660197	0.760669810519528	1127393	0.0549651758004531
dnase.0.E.thurman.fantom	0.0542998231939668	0.771104658723845	1132199	0.0551994370045587
dnase.0.P2P	0.00463757152154876	0.0971888707842708	96750	0.00471440461497321
dnase.0.P2P.E	0.0511485283758431	0.28597676117316	1066393	0.0519959330230736
dnase.0.P2P.E.fantom	0.0514499635307413	0.717958946065067	1072684	0.052302362213171
dnase.0.P2P.E.thurman	0.0544946825875976	0.73317209214123	1136272	0.0553975247365398
dnase.0.P2P.E.thurman.fantom	0.0547027247704181	0.778244580824522	1140610	0.0556090136639323
dnase.0.P2P.fantom	0.00576568888123451	0.785920087758146	120285	0.00586121208996774
dnase.0.P2P.thurman	0.0135974728483177	0.343211485042319	283643	0.0138227493528064
dnase.0.P2P.thurman.fantom	0.0144099674917172	0.448588043515544	300593	0.014648705023503
dnase.0.fantom	0.00136619244408015	0.482149386110503	28503	0.00138882687488171
dnase.0.thurman	0.00989559273542176	0.284248284615798	206418	0.0100595382395715
dnase.0.thurman.fantom	0.0108778570196184	0.337258515722901	226911	0.011058076214247
dnase.500.E	0.128342639971737	0.698472901494983	1056933	0.13040897976898
dnase.500.E.fantom	0.129188976562992	0.720516402706195	1064829	0.131268902621374
dnase.500.E.thurman	0.137866819077157	0.779735999176025	1133954	0.140089616538819
dnase.500.E.thurman.fantom	0.138440784232543	0.790409069918607	1139416	0.140672655111079
dnase.500.P2P	0.0113851475001996	0.103945971666419	104488	0.0115662588733339
dnase.500.P2P.E	0.129659571250331	0.297574504729782	1069252	0.131746843596201
dnase.500.P2P.E.fantom	0.130435243312347	0.732124515672278	1076391	0.132534981898435
dnase.500.P2P.E.thurman	0.138908448175422	0.747996732376273	1143730	0.141147646827984
dnase.500.P2P.E.thurman.fantom	0.13943127417554	0.797403034027179	1148640	0.141678752941518
dnase.500.P2P.fantom	0.0142189473320206	0.80515431278358	131044	0.0144455647895349
dnase.500.P2P.thurman	0.0360531248012123	0.356884131934	303544	0.0366396231742781
dnase.500.P2P.thurman.fantom	0.0380558963595056	0.474027957504106	322630	0.0386741556683124
dnase.500.fantom	0.00338222432616676	0.507725951508847	32369	0.00343647823667977
dnase.500.thurman	0.0271604694903022	0.310395575229603	221308	0.0276068595504971
dnase.500.thurman.fantom	0.0295443156808571	0.364674566707484	244503	0.0300284332077018
dnase.fantom.0.E	0.0513791029406397	0.686975506366754	1049635	0.0522303276382987
dnase.fantom.0.E.fantom	0.0519881877760153	0.708198681634924	1055435	0.0528495035033959
dnase.fantom.0.E.thurman	0.0549524154281636	0.761889236326727	1121411	0.0558628410785008
dnase.fantom.0.E.thurman.fantom	0.0553330887235224	0.772059904717733	1125281	0.0562498211891249
dnase.fantom.0.P2P	0.00479592006103316	0.0997031950470222	94732	0.00487537659823012
dnase.fantom.0.P2P.E	0.0519234562327703	0.287414556425502	1060333	0.0527836995185322
dnase.fantom.0.P2P.E.fantom	0.0524829526049482	0.718786281713851	1065765	0.053352465362207
dnase.fantom.0.P2P.E.thurman	0.0553846679829954	0.734180526830344	1130049	0.0563022549893944
dnase.fantom.0.P2P.E.thurman.fantom	0.0557360138145666	0.779236117788379	1133690	0.0566594217526701
dnase.fantom.0.P2P.fantom	0.00679083170777535	0.786808899574304	113352	0.00690333899841417
dnase.fantom.0.P2P.thurman	0.0141454394436319	0.344996277189608	280886	0.0143797943997231
dnase.fantom.0.P2P.thurman.fantom	0.0154363816950972	0.451293135576708	293654	0.0156921243723592
dnase.fantom.0.fantom	0.00239049382951376	0.483626798927735	21581	0.00243009840162228
dnase.fantom.0.thurman	0.0103967503559691	0.288658659924654	205494	0.0105689988027476
dnase.fantom.0.thurman.fantom	0.0119038431938551	0.339205270066247	219984	0.0121010604425754
dnase.fantom.500.E	0.128540499700313	0.698669503892786	1051131	0.130610301347735
dnase.fantom.500.E.fantom	0.129510765186848	0.720719270021994	1058054	0.131596404953829
dnase.fantom.500.E.thurman	0.13812652377382	0.780395456622977	1128009	0.140353752788878
